"name","price","marque_element","kilometrage_element","etat_element","nombre_portes_element","origine_element","modele_element","annee_modele_element","premiere_main_element","type_element","secteur_element","CVs","moteur","Manuelle"
Rolls-Royce Ghost Black Badge,PRIX NON SPCIFI,Rolls-Royce,0 - 4 999,Neuf,5,Importée neuve,Wraith,2024,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,32 CV,Essence,Automatique
Clio 4 automatique 2020,145000 DH,Renault,55 000 - 59 999,Très bon,5,WW au Maroc,Clio,2020,Oui,"Voitures d'occasion, à vendre",Ben M'sick,6 CV,Diesel,Automatique
Toyota C-HR Hybride Automatique 1er main 2021,218000 DH,Toyota,55 000 - 59 999,Excellent,5,WW au Maroc,C-HR,2021,Oui,"Voitures d'occasion, à vendre",2 Mars,8 CV,,Automatique
Ford Mustang Coupé Essence Automatique 2009,240000 DH,Ford,85 000 - 89 999,Excellent,3,Dédouanée,Mustang,2009,Non,"Voitures d'occasion, à vendre",Hay Targa,23 CV,Essence,Automatique
Seat Leon FR plus facelift 177ch,PRIX NON SPCIFI,Seat,95 000 - 99 999,Neuf,5,WW au Maroc,Leon,2018,Oui,"Voitures d'occasion, à vendre",Hay Riad,8 CV,Diesel,Manuelle
Volkswagen Tiguan Diesel Automatique 2019 à Settat,PRIX NON SPCIFI,Volkswagen,150 000 - 159 999,Très bon,5,Dédouanée,Tiguan,2019,Oui,"Voitures d'occasion, à vendre",Toute la ville,8 CV,Diesel,Automatique
Ford mondeo,39000 DH,Ford,0 - 4 999,Très bon,5,WW au Maroc,Mondeo,2000,Non,"Voitures d'occasion, à vendre",Ahlane,7 CV,Diesel,Manuelle
Occasion Mercedes classe E,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,5,Importée neuve,Classe E,2023,Oui,"Voitures d'occasion, à vendre",Hay el Fath,9 CV,Diesel,Automatique
Ford C-Max Diesel Manuelle 2013 à Ait Melloul,11300 DH,Ford,20 000 - 24 999,Très bon,5,WW au Maroc,C-Max,2013,Non,"Voitures d'occasion, à vendre",Toute la ville,6 CV,Diesel,Manuelle
Renault Megane Sedan Diesel 2019,145000 DH,Renault,170 000 - 179 999,Très bon,,WW au Maroc,Megane Sedan,2019,Oui,"Voitures d'occasion, à vendre",La Colline,6 CV,Diesel,Manuelle
Jaguar S-Type Essence Automatique 2003,42009 DH,Jaguar,180 000 - 189 999,Très bon,5,WW au Maroc,S-Type,2003,Non,"Voitures d'occasion, à vendre",2 Mars,11 CV,Essence,Automatique
Lamborghini Urus,PRIX NON SPCIFI,Lamborghini,30 000 - 34 999,Neuf,5,Importée neuve,Urus,2022,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,23 CV,Essence,Automatique
Mercedes Benz Classe c 220 d pack AMG 2015,320000 DH,Mercedes-Benz,140 000 - 149 999,Excellent,,,Classe C,2015,,"Voitures d'occasion, à vendre",Autre secteur,9 CV,Diesel,Automatique
Mercedes-Benz Classe A Diesel Automatique 2008,PRIX NON SPCIFI,Mercedes-Benz,150 000 - 159 999,Neuf,5,Dédouanée,Classe A,2008,Oui,"Voitures d'occasion, à vendre",Hay Riad,7 CV,Diesel,Automatique
Ford Fiesta Diesel Manuelle 2007 à Khouribga,PRIX NON SPCIFI,Ford,200 000 - 249 999,,,WW au Maroc,Fiesta,2007,,"Voitures d'occasion, à vendre",Toute la ville,6 CV,Diesel,Manuelle
Porsche Macan S,PRIX NON SPCIFI,Porsche,110 000 - 119 999,Excellent,5,WW au Maroc,Macan,2018,Non,"Voitures d'occasion, à vendre",Oasis,12 CV,Diesel,Automatique
Audi A3 s line,PRIX NON SPCIFI,Audi,130 000 - 139 999,Excellent,5,Importée neuve,A3,2016,Non,"Voitures d'occasion, à vendre",Centre ville,8 CV,Diesel,Automatique
Mercedes-Benz Classe C Diesel Automatique 2012,170000 DH,Mercedes-Benz,250 000 - 299 999,Bon,5,Dédouanée,Classe C,2012,Non,"Voitures d'occasion, à vendre",Targa,9 CV,Diesel,Automatique
Alfa Romeo Giulietta Diesel Automatique 2021,198000 DH,Alfa Romeo,90 000 - 94 999,Excellent,5,WW au Maroc,Giulietta,2021,Oui,"Voitures d'occasion, à vendre",Aïn Borja,6 CV,Diesel,Automatique
Mercedes-Benz Classe E Luxury,PRIX NON SPCIFI,Mercedes-Benz,110 000 - 119 999,Excellent,5,WW au Maroc,Classe E,2018,Oui,"Voitures d'occasion, à vendre",Oasis,8 CV,Diesel,Automatique
Logan Essence Faire Reprise,78000 DH,Dacia,90 000 - 94 999,,,,Logan,2019,,"Voitures d'occasion, à vendre",Tilila,7 CV,Essence,Manuelle
Opel Corsa Diesel Manuelle 2021 à Casablanca,145000 DH,Opel,70 000 - 74 999,Excellent,3,WW au Maroc,Corsa,2021,Oui,"Voitures d'occasion, à vendre",Bournazil,6 CV,Diesel,Manuelle
Dacia Sandero Stepway Diesel Manuelle 2023 à Rabat,PRIX NON SPCIFI,Dacia,5 000 - 9 999,Excellent,5,WW au Maroc,sandero_stepway,2023,Oui,"Voitures d'occasion, à vendre",Hassan,6 CV,Diesel,Manuelle
Ford Fusion reprise ok,PRIX NON SPCIFI,Ford,170 000 - 179 999,Excellent,5,WW au Maroc,Fusion,2015,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Ford Kuga Diesel Automatique 2014 à Tétouan,165000 DH,Ford,15 000 - 19 999,Excellent,5,WW au Maroc,Kuga,2014,Oui,"Voitures d'occasion, à vendre",Mhannech,8 CV,Diesel,Automatique
BMW Série 525d,PRIX NON SPCIFI,BMW,200 000 - 249 999,Excellent,5,WW au Maroc,Serie 5,2014,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Mercedes-Benz Classe GLE Coupé Hybride 2024,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,5,Importée neuve,classe_gle_coupe,2024,Non,"Voitures d'occasion, à vendre",Yacoub El Mansour,8 CV,,Automatique
Volkswagen Touran Diesel Automatique 2016 à Tanger,224000 DH,Volkswagen,200 000 - 249 999,Excellent,,Dédouanée,Touran,2016,Non,"Voitures d'occasion, à vendre",Al Mandar Al Jamil,8 CV,Diesel,Automatique
Mercedes 190 Faire Reprise,48000 DH,Mercedes-Benz,0 - 4 999,,5,Dédouanée,190,1989,,"Voitures d'occasion, à vendre",Tilila,9 CV,Diesel,Manuelle
Fiat Fiorino Diesel Manuelle 2021 à Rabat,PRIX NON SPCIFI,Fiat,50 000 - 54 999,Bon,5,WW au Maroc,FIORINO,2021,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
BMW Série 1 Essence 2012 Lci,PRIX NON SPCIFI,BMW,190 000 - 199 999,Très bon,3,WW au Maroc,Serie 1,2012,Non,"Voitures d'occasion, à vendre",Hay el Fath,11 CV,Essence,Automatique
Mercedes-Benz Classe CLA Pack Amg 2020,520000 DH,Mercedes-Benz,35 000 - 39 999,Excellent,5,WW au Maroc,Classe CLA,2020,Non,"Voitures d'occasion, à vendre",Quartier des Hôpitaux,8 CV,Diesel,Automatique
Volkswagen Touareg Diesel Automatique 2011,115000 DH,Volkswagen,180 000 - 189 999,Très bon,5,WW au Maroc,Touareg,2011,Non,"Voitures d'occasion, à vendre",2 Mars,11 CV,Diesel,Automatique
Renault Clio Diesel Automatique 2018 à Marrakech,118000 DH,Renault,90 000 - 94 999,Excellent,5,WW au Maroc,Clio,2018,Oui,"Voitures d'occasion, à vendre",Hay Targa,6 CV,Diesel,Automatique
Volkswagen Golf 8 Diesel Automatique 2020 à Rabat,PRIX NON SPCIFI,Volkswagen,65 000 - 69 999,Neuf,5,Importée neuve,GOLF 8,2020,Oui,"Voitures d'occasion, à vendre",Hay el Fath,8 CV,Diesel,Automatique
Audi RSQ8,1180000 DH,Audi,40 000 - 44 999,Neuf,5,Importée neuve,RSQ8,2021,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,23 CV,Essence,Automatique
BMW X1 Diesel Automatique 2014 à Marrakech,PRIX NON SPCIFI,BMW,190 000 - 199 999,Très bon,5,WW au Maroc,X1,2014,Oui,"Voitures d'occasion, à vendre",Targa,8 CV,Diesel,Automatique
BMW Série 3 Diesel Automatique 2016 à Casablanca,190000 DH,BMW,120 000 - 129 999,Excellent,5,WW au Maroc,Serie 3,2016,Non,"Voitures d'occasion, à vendre",Sidi Othmane,8 CV,Diesel,Automatique
Ds7 Rivoli crossback 180 cv,295000 DH,DS,90 000 - 94 999,Excellent,5,WW au Maroc,DS 7 Crossback,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Mercedes G63 AMG Keyvany 840CH,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,3,Importée neuve,Classe G,2023,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,32 CV,Essence,Automatique
TOYOTA C-HR HYBRID DISTINCTIVE 1eMAIN TTOPTIONS,278000 DH,Toyota,20 000 - 24 999,Neuf,5,WW au Maroc,C-HR,2023,Oui,"Voitures d'occasion, à vendre",Centre,10 CV,,Automatique
Nissan Juke Diesel Manuelle 2017 à Marrakech,143000 DH,Nissan,90 000 - 94 999,Très bon,5,WW au Maroc,Juke,2017,Oui,"Voitures d'occasion, à vendre",Hay Targa,6 CV,Diesel,Manuelle
Alfa Romeo Stelvio SportivA toit 2019 à tetouan,298000 DH,Alfa Romeo,70 000 - 74 999,Très bon,5,WW au Maroc,Stelvio,2019,Non,"Voitures d'occasion, à vendre",Centre ville,9 CV,Diesel,Automatique
Dacia Duster Diesel Manuelle 2019 à Casablanca,158000 DH,Dacia,95 000 - 99 999,Excellent,5,WW au Maroc,Duster,2019,Oui,"Voitures d'occasion, à vendre",Aïn Borja,6 CV,Diesel,Manuelle
Mercedes C180 Diesel 6cv Automatique parfait,227000 DH,Mercedes-Benz,100 000 - 109 999,Excellent,3,WW au Maroc,Classe C,2016,Oui,"Voitures d'occasion, à vendre",2 Mars,6 CV,Diesel,Automatique
Peugeot 2008 Diesel Automatique 2021 à Casablanca,265000 DH,Peugeot,50 000 - 54 999,Très bon,5,Dédouanée,2008,2021,Non,"Voitures d'occasion, à vendre",Hay Mohammadi,6 CV,Diesel,Automatique
Volkswagen Tiguan Diesel Automatique 2020 à Settat,PRIX NON SPCIFI,Volkswagen,140 000 - 149 999,Très bon,5,Dédouanée,Tiguan,2020,Oui,"Voitures d'occasion, à vendre",Toute la ville,8 CV,Diesel,Automatique
Volkswagen Jetta Diesel Manuelle 2018 à Rabat,143000 DH,Volkswagen,140 000 - 149 999,Bon,5,WW au Maroc,Jetta,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Manuelle
Audi Q3 Diesel Manuelle 2016 à Rabat,PRIX NON SPCIFI,Audi,180 000 - 189 999,Excellent,5,Dédouanée,Q3,2016,Oui,"Voitures d'occasion, à vendre",Hay Nahda,8 CV,Diesel,Manuelle
Fiat Ducato Diesel 1er main excellent,167000 DH,Fiat,100 000 - 109 999,Excellent,5,WW au Maroc,Ducato,2021,Oui,"Voitures d'occasion, à vendre",Bourgogne,8 CV,Diesel,Manuelle
Seat Altea XL Diesel Manuelle 2016 à Casablanca,138000 DH,Seat,130 000 - 139 999,Très bon,5,WW au Maroc,ALTEA XL,2016,Oui,"Voitures d'occasion, à vendre",Californie,6 CV,Diesel,Manuelle
Peugeot 3008 Sport Allure BVA Full 2021 à Tanger,239000 DH,Peugeot,50 000 - 54 999,Excellent,5,WW au Maroc,3008,2021,Oui,"Voitures d'occasion, à vendre",Ahlane,8 CV,Diesel,Automatique
Octavia style automatique 2020,175000 DH,Skoda,190 000 - 199 999,Excellent,,WW au Maroc,Octavia,2021,,"Voitures d'occasion, à vendre",Aïn Chock,8 CV,Diesel,Automatique
Jeep Renegade Diesel Automatique 2019 à Casablanca,178000 DH,Jeep,80 000 - 84 999,Excellent,5,WW au Maroc,Renegade,2019,Oui,"Voitures d'occasion, à vendre",Bourgogne,6 CV,Diesel,Automatique
Fiat Linea Essence Manuelle 2008 à Agadir,PRIX NON SPCIFI,Fiat,110 000 - 119 999,Excellent,5,WW au Maroc,Linea,2008,Oui,"Voitures d'occasion, à vendre",Autre secteur,7 CV,Essence,Manuelle
Mercedes-Benz Classe C Diesel Automatique 2019,300000 DH,Mercedes-Benz,100 000 - 109 999,Excellent,5,WW au Maroc,Classe C,2019,Oui,"Voitures d'occasion, à vendre",Centre,8 CV,Diesel,Automatique
Ford Transit 2019,PRIX NON SPCIFI,Ford,170 000 - 179 999,Très bon,,,Transit,2019,,"Voitures d'occasion, à vendre",Casablanca Finance City,9 CV,Diesel,Manuelle
Dacia Dokker 2019,PRIX NON SPCIFI,Dacia,200 000 - 249 999,Très bon,,WW au Maroc,Dokker,2019,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
Land Rover Range Rover Evoque Diesel Automatique,PRIX NON SPCIFI,Land Rover,110 000 - 119 999,Excellent,5,Importée neuve,Range Rover Evoque,2017,Oui,"Voitures d'occasion, à vendre",Agdal,9 CV,Diesel,Automatique
Fiat Punto faible kilométrage,80000 DH,Fiat,80 000 - 84 999,,,,Punto,2014,,"Voitures d'occasion, à vendre",Hassan,5 CV,Diesel,
Citroën C6 Diesel 1 er main ✋,84000 DH,Citroen,190 000 - 199 999,Excellent,5,WW au Maroc,C6,2010,Oui,"Voitures d'occasion, à vendre",Sidi Maarouf,11 CV,Diesel,Automatique
Volkswagen Passat Diesel Automatique 2017 à Rabat,PRIX NON SPCIFI,Volkswagen,100 000 - 109 999,Excellent,5,WW au Maroc,Passat,2017,Oui,"Voitures d'occasion, à vendre",Hay Nahda,8 CV,Diesel,Automatique
Dacia Logan Diesel première main toutes options,PRIX NON SPCIFI,Dacia,40 000 - 44 999,Excellent,5,WW au Maroc,Logan,2022,Oui,"Voitures d'occasion, à vendre",Hay Riad,6 CV,Diesel,Manuelle
renault express,153000 DH,Renault,70 000 - 74 999,Excellent,5,WW au Maroc,EXPRESS,2021,,"Voitures d'occasion, à vendre",Bd Derfoufi,6 CV,Diesel,Manuelle
Alfa Romeo Stelvio Diesel Automatique 2020,279000 DH,Alfa Romeo,75 000 - 79 999,Excellent,5,WW au Maroc,Stelvio,2020,Oui,"Voitures d'occasion, à vendre",Hermitage,8 CV,Diesel,Automatique
Ds7 Rivoli crossback 180 cv,295000 DH,DS,90 000 - 94 999,Excellent,5,WW au Maroc,DS 7 Crossback,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Automatique
Mercedes G63 AMG Keyvany 840CH,PRIX NON SPCIFI,Mercedes-Benz,0 - 4 999,Neuf,3,Importée neuve,Classe G,2023,Oui,"Voitures d'occasion, à vendre",Route de Casablanca,32 CV,Essence,Automatique
TOYOTA C-HR HYBRID DISTINCTIVE 1eMAIN TTOPTIONS,278000 DH,Toyota,20 000 - 24 999,Neuf,5,WW au Maroc,C-HR,2023,Oui,"Voitures d'occasion, à vendre",Centre,10 CV,,Automatique
Nissan Juke Diesel Manuelle 2017 à Marrakech,143000 DH,Nissan,90 000 - 94 999,Très bon,5,WW au Maroc,Juke,2017,Oui,"Voitures d'occasion, à vendre",Hay Targa,6 CV,Diesel,Manuelle
Alfa Romeo Stelvio SportivA toit 2019 à tetouan,298000 DH,Alfa Romeo,70 000 - 74 999,Très bon,5,WW au Maroc,Stelvio,2019,Non,"Voitures d'occasion, à vendre",Centre ville,9 CV,Diesel,Automatique
Dacia Duster Diesel Manuelle 2019 à Casablanca,158000 DH,Dacia,95 000 - 99 999,Excellent,5,WW au Maroc,Duster,2019,Oui,"Voitures d'occasion, à vendre",Aïn Borja,6 CV,Diesel,Manuelle
Mercedes C180 Diesel 6cv Automatique parfait,227000 DH,Mercedes-Benz,100 000 - 109 999,Excellent,3,WW au Maroc,Classe C,2016,Oui,"Voitures d'occasion, à vendre",2 Mars,6 CV,Diesel,Automatique
Peugeot 2008 Diesel Automatique 2021 à Casablanca,265000 DH,Peugeot,50 000 - 54 999,Très bon,5,Dédouanée,2008,2021,Non,"Voitures d'occasion, à vendre",Hay Mohammadi,6 CV,Diesel,Automatique
Volkswagen Tiguan Diesel Automatique 2020 à Settat,PRIX NON SPCIFI,Volkswagen,140 000 - 149 999,Très bon,5,Dédouanée,Tiguan,2020,Oui,"Voitures d'occasion, à vendre",Toute la ville,8 CV,Diesel,Automatique
Volkswagen Jetta Diesel Manuelle 2018 à Rabat,143000 DH,Volkswagen,140 000 - 149 999,Bon,5,WW au Maroc,Jetta,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Manuelle
Audi Q3 Diesel Manuelle 2016 à Rabat,PRIX NON SPCIFI,Audi,180 000 - 189 999,Excellent,5,Dédouanée,Q3,2016,Oui,"Voitures d'occasion, à vendre",Hay Nahda,8 CV,Diesel,Manuelle
Fiat Ducato Diesel 1er main excellent,167000 DH,Fiat,100 000 - 109 999,Excellent,5,WW au Maroc,Ducato,2021,Oui,"Voitures d'occasion, à vendre",Bourgogne,8 CV,Diesel,Manuelle
Seat Altea XL Diesel Manuelle 2016 à Casablanca,138000 DH,Seat,130 000 - 139 999,Très bon,5,WW au Maroc,ALTEA XL,2016,Oui,"Voitures d'occasion, à vendre",Californie,6 CV,Diesel,Manuelle
Peugeot 3008 Sport Allure BVA Full 2021 à Tanger,239000 DH,Peugeot,50 000 - 54 999,Excellent,5,WW au Maroc,3008,2021,Oui,"Voitures d'occasion, à vendre",Ahlane,8 CV,Diesel,Automatique
Octavia style automatique 2020,175000 DH,Skoda,190 000 - 199 999,Excellent,,WW au Maroc,Octavia,2021,,"Voitures d'occasion, à vendre",Aïn Chock,8 CV,Diesel,Automatique
Jeep Renegade Diesel Automatique 2019 à Casablanca,178000 DH,Jeep,80 000 - 84 999,Excellent,5,WW au Maroc,Renegade,2019,Oui,"Voitures d'occasion, à vendre",Bourgogne,6 CV,Diesel,Automatique
Fiat Linea Essence Manuelle 2008 à Agadir,PRIX NON SPCIFI,Fiat,110 000 - 119 999,Excellent,5,WW au Maroc,Linea,2008,Oui,"Voitures d'occasion, à vendre",Autre secteur,7 CV,Essence,Manuelle
Mercedes-Benz Classe C Diesel Automatique 2019,300000 DH,Mercedes-Benz,100 000 - 109 999,Excellent,5,WW au Maroc,Classe C,2019,Oui,"Voitures d'occasion, à vendre",Centre,8 CV,Diesel,Automatique
Ford Transit 2019,PRIX NON SPCIFI,Ford,170 000 - 179 999,Très bon,,,Transit,2019,,"Voitures d'occasion, à vendre",Casablanca Finance City,9 CV,Diesel,Manuelle
Dacia Dokker 2019,PRIX NON SPCIFI,Dacia,200 000 - 249 999,Très bon,,WW au Maroc,Dokker,2019,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
Land Rover Range Rover Evoque Diesel Automatique,PRIX NON SPCIFI,Land Rover,110 000 - 119 999,Excellent,5,Importée neuve,Range Rover Evoque,2017,Oui,"Voitures d'occasion, à vendre",Agdal,9 CV,Diesel,Automatique
Fiat Punto faible kilométrage,80000 DH,Fiat,80 000 - 84 999,,,,Punto,2014,,"Voitures d'occasion, à vendre",Hassan,5 CV,Diesel,
Citroën C6 Diesel 1 er main ✋,84000 DH,Citroen,190 000 - 199 999,Excellent,5,WW au Maroc,C6,2010,Oui,"Voitures d'occasion, à vendre",Sidi Maarouf,11 CV,Diesel,Automatique
Volkswagen Passat Diesel Automatique 2017 à Rabat,PRIX NON SPCIFI,Volkswagen,100 000 - 109 999,Excellent,5,WW au Maroc,Passat,2017,Oui,"Voitures d'occasion, à vendre",Hay Nahda,8 CV,Diesel,Automatique
Dacia Logan Diesel première main toutes options,PRIX NON SPCIFI,Dacia,40 000 - 44 999,Excellent,5,WW au Maroc,Logan,2022,Oui,"Voitures d'occasion, à vendre",Hay Riad,6 CV,Diesel,Manuelle
renault express,153000 DH,Renault,70 000 - 74 999,Excellent,5,WW au Maroc,EXPRESS,2021,,"Voitures d'occasion, à vendre",Bd Derfoufi,6 CV,Diesel,Manuelle
Alfa Romeo Stelvio Diesel Automatique 2020,279000 DH,Alfa Romeo,75 000 - 79 999,Excellent,5,WW au Maroc,Stelvio,2020,Oui,"Voitures d'occasion, à vendre",Hermitage,8 CV,Diesel,Automatique
Peugeot 308 Evo Allure GT Automatic 2020 63000k,195000 DH,Peugeot,60 000 - 64 999,Excellent,5,WW au Maroc,308,2020,Oui,"Voitures d'occasion, à vendre",Centre ville,6 CV,Diesel,Automatique
Dacia Duster Diesel Automatique 2019 à Agadir,PRIX NON SPCIFI,Dacia,90 000 - 94 999,Excellent,5,WW au Maroc,Duster,2019,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Automatique
Renault Clio Diesel Automatique 2018 à Marrakech,123000 DH,Renault,120 000 - 129 999,Excellent,5,WW au Maroc,Clio,2018,Non,"Voitures d'occasion, à vendre",Targa,6 CV,Diesel,Automatique
RENAULT CLIO 5 RS LINE 1.5DCI 10.000KM FULL OPTION,209000 DH,Renault,5 000 - 9 999,Neuf,5,WW au Maroc,Clio,2023,Oui,"Voitures d'occasion, à vendre",Centre ville,6 CV,Diesel,Manuelle
KIFAL - SKODA Octavia,195000 DH,Skoda,110 000 - 119 999,,,,Octavia,2018,,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,
Alfa Romeo Giulietta Diesel Manuelle 2016,PRIX NON SPCIFI,Alfa Romeo,160 000 - 169 999,Neuf,5,WW au Maroc,Giulietta,2016,Oui,"Voitures d'occasion, à vendre",2 Mars,8 CV,Diesel,Manuelle
Hyundai Tucson 2021 automtq,272000 DH,Hyundai,40 000 - 44 999,Excellent,5,WW au Maroc,Tucson,2021,Oui,"Voitures d'occasion, à vendre",Ben M'sick,6 CV,Diesel,Automatique
Dacia Logan Diesel Manuelle 2019 à Marrakech,99000 DH,Dacia,100 000 - 109 999,Bon,5,WW au Maroc,Logan,2019,Oui,"Voitures d'occasion, à vendre",Av Abdelkrim El Khattabi,6 CV,Diesel,Manuelle
Volkswagen Tiguan Diesel Automatique 2020 à Settat,PRIX NON SPCIFI,Volkswagen,140 000 - 149 999,Très bon,5,Dédouanée,Tiguan,2020,Oui,"Voitures d'occasion, à vendre",Toute la ville,8 CV,Diesel,Automatique
Volkswagen Jetta Diesel Manuelle 2018 à Rabat,143000 DH,Volkswagen,140 000 - 149 999,Bon,5,WW au Maroc,Jetta,2018,Oui,"Voitures d'occasion, à vendre",Autre secteur,8 CV,Diesel,Manuelle
Audi Q3 Diesel Manuelle 2016 à Rabat,PRIX NON SPCIFI,Audi,180 000 - 189 999,Excellent,5,Dédouanée,Q3,2016,Oui,"Voitures d'occasion, à vendre",Hay Nahda,8 CV,Diesel,Manuelle
Fiat Ducato Diesel 1er main excellent,167000 DH,Fiat,100 000 - 109 999,Excellent,5,WW au Maroc,Ducato,2021,Oui,"Voitures d'occasion, à vendre",Bourgogne,8 CV,Diesel,Manuelle
Seat Altea XL Diesel Manuelle 2016 à Casablanca,138000 DH,Seat,130 000 - 139 999,Très bon,5,WW au Maroc,ALTEA XL,2016,Oui,"Voitures d'occasion, à vendre",Californie,6 CV,Diesel,Manuelle
Peugeot 3008 Sport Allure BVA Full 2021 à Tanger,239000 DH,Peugeot,50 000 - 54 999,Excellent,5,WW au Maroc,3008,2021,Oui,"Voitures d'occasion, à vendre",Ahlane,8 CV,Diesel,Automatique
Octavia style automatique 2020,175000 DH,Skoda,190 000 - 199 999,Excellent,,WW au Maroc,Octavia,2021,,"Voitures d'occasion, à vendre",Aïn Chock,8 CV,Diesel,Automatique
Jeep Renegade Diesel Automatique 2019 à Casablanca,178000 DH,Jeep,80 000 - 84 999,Excellent,5,WW au Maroc,Renegade,2019,Oui,"Voitures d'occasion, à vendre",Bourgogne,6 CV,Diesel,Automatique
Fiat Linea Essence Manuelle 2008 à Agadir,PRIX NON SPCIFI,Fiat,110 000 - 119 999,Excellent,5,WW au Maroc,Linea,2008,Oui,"Voitures d'occasion, à vendre",Autre secteur,7 CV,Essence,Manuelle
Mercedes-Benz Classe C Diesel Automatique 2019,300000 DH,Mercedes-Benz,100 000 - 109 999,Excellent,5,WW au Maroc,Classe C,2019,Oui,"Voitures d'occasion, à vendre",Centre,8 CV,Diesel,Automatique
Ford Transit 2019,PRIX NON SPCIFI,Ford,170 000 - 179 999,Très bon,,,Transit,2019,,"Voitures d'occasion, à vendre",Casablanca Finance City,9 CV,Diesel,Manuelle
Dacia Dokker 2019,PRIX NON SPCIFI,Dacia,200 000 - 249 999,Très bon,,WW au Maroc,Dokker,2019,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Manuelle
Land Rover Range Rover Evoque Diesel Automatique,PRIX NON SPCIFI,Land Rover,110 000 - 119 999,Excellent,5,Importée neuve,Range Rover Evoque,2017,Oui,"Voitures d'occasion, à vendre",Agdal,9 CV,Diesel,Automatique
Fiat Punto faible kilométrage,80000 DH,Fiat,80 000 - 84 999,,,,Punto,2014,,"Voitures d'occasion, à vendre",Hassan,5 CV,Diesel,
Citroën C6 Diesel 1 er main ✋,84000 DH,Citroen,190 000 - 199 999,Excellent,5,WW au Maroc,C6,2010,Oui,"Voitures d'occasion, à vendre",Sidi Maarouf,11 CV,Diesel,Automatique
Volkswagen Passat Diesel Automatique 2017 à Rabat,PRIX NON SPCIFI,Volkswagen,100 000 - 109 999,Excellent,5,WW au Maroc,Passat,2017,Oui,"Voitures d'occasion, à vendre",Hay Nahda,8 CV,Diesel,Automatique
Dacia Logan Diesel première main toutes options,PRIX NON SPCIFI,Dacia,40 000 - 44 999,Excellent,5,WW au Maroc,Logan,2022,Oui,"Voitures d'occasion, à vendre",Hay Riad,6 CV,Diesel,Manuelle
renault express,153000 DH,Renault,70 000 - 74 999,Excellent,5,WW au Maroc,EXPRESS,2021,,"Voitures d'occasion, à vendre",Bd Derfoufi,6 CV,Diesel,Manuelle
Alfa Romeo Stelvio Diesel Automatique 2020,279000 DH,Alfa Romeo,75 000 - 79 999,Excellent,5,WW au Maroc,Stelvio,2020,Oui,"Voitures d'occasion, à vendre",Hermitage,8 CV,Diesel,Automatique
Peugeot 308 Evo Allure GT Automatic 2020 63000k,195000 DH,Peugeot,60 000 - 64 999,Excellent,5,WW au Maroc,308,2020,Oui,"Voitures d'occasion, à vendre",Centre ville,6 CV,Diesel,Automatique
Dacia Duster Diesel Automatique 2019 à Agadir,PRIX NON SPCIFI,Dacia,90 000 - 94 999,Excellent,5,WW au Maroc,Duster,2019,Oui,"Voitures d'occasion, à vendre",Autre secteur,6 CV,Diesel,Automatique
Renault Clio Diesel Automatique 2018 à Marrakech,123000 DH,Renault,120 000 - 129 999,Excellent,5,WW au Maroc,Clio,2018,Non,"Voitures d'occasion, à vendre",Targa,6 CV,Diesel,Automatique
RENAULT CLIO 5 RS LINE 1.5DCI 10.000KM FULL OPTION,209000 DH,Renault,5 000 - 9 999,Neuf,5,WW au Maroc,Clio,2023,Oui,"Voitures d'occasion, à vendre",Centre ville,6 CV,Diesel,Manuelle
